Age,Gender,Job Type,Daily Social Media Time,Social Platform Preference,Number of Notifications,Work Hours per Day,Perceived Productivity Score,Actual Productivity Score,Stress Level,Sleep Hours,Screen Time Before Sleep,Breaks During Work,Uses Focus Apps,Has Digital Wellbeing Enabled,Coffee Consumption per Day,Days Feeling Burnout per Month,Weekly Offline Hours,Job Satisfaction Score
38.0,Female,Student,3.39,Instagram,61.0,5.86,2.26,2.37,8.0,6.01,1.96,10.0,False,True,2.0,14.0,19.78,2.91
39.0,Female,IT,1.67,TikTok,63.0,4.42,3.25,3.31,6.0,6.33,0.92,1.0,False,False,6.0,19.0,10.71,2.1
62.0,Male,Education,5.1,Twitter,54.0,9.44,3.47,2.5,1.0,8.47,2.48,5.0,False,False,2.0,12.0,1.01,2.86
24.0,Male,IT,1.64,Facebook,61.0,5.13,6.95,6.35,8.0,7.78,0.43,9.0,False,True,2.0,6.0,14.73,6.94
19.0,Male,Student,0.33,TikTok,63.0,5.75,4.91,3.94,10.0,9.4,0.5,3.0,False,False,0.0,20.0,4.05,5.32
59.0,Female,IT,5.91,Facebook,68.0,8.92,7.59,6.87,6.0,5.98,0.56,10.0,False,False,2.0,13.0,25.5,7.13
28.0,Male,Unemployed,1.71,Facebook,55.0,5.6,7.18,5.85,7.0,4.66,1.13,6.0,False,True,3.0,13.0,9.92,7.42
33.0,Female,IT,5.04,Facebook,50.0,6.84,5.18,4.29,9.0,7.39,0.0,8.0,True,False,0.0,5.0,0.0,4.46
35.0,Male,Finance,2.92,Facebook,61.0,6.81,2.37,2.05,7.0,7.17,0.99,4.0,False,False,0.0,17.0,16.4,3.85
52.0,Male,Student,3.47,Facebook,59.0,5.19,7.91,7.19,4.0,8.4,1.37,0.0,True,True,4.0,22.0,0.0,5.89
43.0,Male,Health,4.09,Instagram,55.0,3.41,4.84,4.16,2.0,6.69,1.74,0.0,False,True,6.0,0.0,5.77,4.83
23.0,Female,Unemployed,2.3,Instagram,57.0,8.18,7.98,7.5,8.0,3.72,1.15,4.0,False,False,2.0,11.0,5.68,7.26
60.0,Female,IT,0.98,Twitter,59.0,6.25,4.08,3.65,7.0,5.47,0.0,8.0,True,True,1.0,24.0,4.82,3.15
64.0,Female,Finance,3.33,Instagram,72.0,12.0,7.22,5.99,5.0,5.67,0.49,3.0,False,False,4.0,9.0,21.23,6.08
59.0,Female,Finance,3.93,Instagram,59.0,6.68,6.4,5.65,2.0,5.36,0.0,5.0,False,True,3.0,9.0,9.79,7.31
56.0,Male,Unemployed,1.63,Twitter,66.0,7.96,6.23,4.93,6.0,6.27,1.25,3.0,False,False,5.0,6.0,5.63,4.78
19.0,Female,Education,1.02,Instagram,71.0,5.11,2.0,1.44,7.0,6.28,1.9,5.0,False,True,3.0,16.0,8.87,1.72
43.0,Female,Finance,1.08,TikTok,54.0,6.82,6.93,6.31,3.0,7.78,2.07,6.0,False,True,1.0,30.0,10.6,6.75
25.0,Male,Education,4.47,Facebook,55.0,6.64,6.86,7.07,5.0,10.0,1.17,4.0,False,False,1.0,7.0,1.37,7.04
24.0,Male,Finance,2.59,Twitter,83.0,6.17,9.0,7.33,8.0,6.81,1.73,10.0,False,False,0.0,21.0,7.63,8.06
64.0,Female,IT,1.52,Telegram,54.0,5.97,8.06,7.64,2.0,6.17,0.39,6.0,False,False,5.0,10.0,10.87,8.16
63.0,Male,Unemployed,3.83,Twitter,62.0,4.93,3.88,4.18,10.0,5.96,2.11,2.0,False,False,0.0,16.0,25.82,4.0
57.0,Male,Unemployed,5.75,Instagram,78.0,6.87,2.72,3.14,6.0,7.57,2.02,8.0,False,False,2.0,15.0,30.73,4.46
30.0,Male,Unemployed,1.13,Facebook,49.0,7.25,5.03,4.46,5.0,3.49,0.69,3.0,False,False,3.0,5.0,7.27,4.0
34.0,Female,Health,2.14,TikTok,52.0,7.7,2.07,1.58,10.0,5.68,1.15,4.0,False,True,1.0,13.0,11.63,1.05
53.0,Female,Health,1.79,Facebook,65.0,10.31,2.04,1.32,3.0,5.56,1.64,1.0,True,False,0.0,13.0,14.38,3.48
22.0,Male,Health,2.18,Telegram,56.0,10.57,2.1,2.1,3.0,7.36,0.06,4.0,False,False,2.0,1.0,5.45,2.99
53.0,Male,Education,3.5,Facebook,52.0,5.15,8.59,7.19,5.0,5.92,0.0,8.0,False,False,2.0,29.0,6.47,8.91
54.0,Female,Finance,0.0,Instagram,52.0,6.87,6.7,5.89,1.0,9.67,0.71,3.0,False,False,2.0,29.0,14.76,7.52
47.0,Male,Unemployed,2.27,Twitter,66.0,9.18,5.05,4.44,5.0,8.89,0.86,10.0,False,False,2.0,2.0,2.82,2.63
31.0,Female,Unemployed,5.37,Twitter,66.0,5.66,8.05,7.37,4.0,8.53,0.46,3.0,True,True,0.0,2.0,4.11,8.69
24.0,Female,Unemployed,1.19,Telegram,64.0,4.3,7.39,6.35,5.0,3.83,1.19,5.0,False,True,0.0,8.0,0.2,7.07
62.0,Male,Student,3.99,Facebook,73.0,7.74,4.81,5.07,5.0,7.99,0.73,10.0,True,False,3.0,29.0,6.37,6.15
54.0,Male,Education,3.85,Telegram,66.0,5.99,4.32,4.0,3.0,4.65,0.5,3.0,True,True,4.0,15.0,19.87,3.06
32.0,Female,Student,2.22,Instagram,56.0,8.01,4.39,3.84,10.0,6.63,0.52,7.0,False,False,2.0,18.0,6.74,2.94
53.0,Female,Education,3.6,Telegram,54.0,11.11,3.14,2.43,10.0,6.51,0.44,6.0,True,True,1.0,9.0,11.19,2.39
64.0,Female,Student,4.04,TikTok,78.0,7.06,4.18,3.59,5.0,5.03,1.4,10.0,False,False,2.0,1.0,14.55,4.29
30.0,Male,Health,3.72,Facebook,74.0,6.85,8.91,8.71,10.0,4.94,0.62,3.0,False,True,2.0,27.0,4.05,10.0
59.0,Female,Education,0.42,TikTok,60.0,6.66,3.01,2.97,1.0,7.61,0.23,3.0,False,True,2.0,2.0,17.82,4.34
38.0,Male,Finance,0.0,Twitter,59.0,6.62,6.47,5.35,2.0,6.81,1.77,0.0,False,False,2.0,12.0,27.17,5.1
44.0,Female,Student,0.68,Telegram,69.0,5.42,2.9,2.82,5.0,5.55,1.23,1.0,False,False,1.0,10.0,9.28,3.04
46.0,Male,Finance,2.98,Instagram,58.0,6.68,8.18,7.83,6.0,5.32,1.35,10.0,True,False,3.0,31.0,12.07,8.04
37.0,Male,Education,3.83,TikTok,61.0,6.78,4.33,3.72,1.0,7.52,0.07,0.0,False,False,2.0,0.0,10.04,4.13
19.0,Male,Unemployed,4.42,Telegram,64.0,4.58,3.89,4.08,6.0,5.77,0.91,8.0,False,False,4.0,2.0,9.33,4.13
39.0,Male,Unemployed,5.17,Facebook,61.0,8.19,4.13,3.56,7.0,9.1,1.56,1.0,False,False,3.0,7.0,3.41,3.49
49.0,Male,Unemployed,3.02,Telegram,54.0,8.53,3.5,2.27,2.0,4.58,1.25,4.0,False,False,5.0,21.0,7.72,2.67
33.0,Female,Finance,1.46,Telegram,61.0,5.59,5.18,4.11,9.0,5.94,1.06,3.0,False,False,6.0,23.0,24.23,3.13
62.0,Female,Health,0.0,TikTok,48.0,8.6,7.06,5.18,6.0,9.27,1.12,0.0,True,False,2.0,22.0,10.25,5.82
51.0,Male,IT,0.0,TikTok,49.0,4.89,6.86,6.21,3.0,6.05,1.45,8.0,False,False,1.0,14.0,7.85,6.58
60.0,Female,Education,6.51,Instagram,49.0,7.91,3.01,2.1,9.0,6.1,1.32,6.0,False,False,1.0,5.0,0.0,1.35
39.0,Female,Student,3.71,Telegram,50.0,4.2,8.46,7.46,4.0,5.43,2.14,9.0,False,False,0.0,18.0,28.28,7.32
26.0,Male,Health,4.05,Instagram,65.0,9.07,3.26,2.9,8.0,4.97,2.13,3.0,True,False,0.0,25.0,14.24,3.37
56.0,Female,IT,5.65,Twitter,69.0,6.81,8.76,7.3,7.0,3.89,0.5,7.0,False,False,2.0,9.0,16.41,7.15
36.0,Female,Unemployed,6.15,Twitter,63.0,6.15,5.86,4.43,4.0,6.23,1.24,9.0,False,False,2.0,14.0,5.89,3.43
64.0,Male,Finance,1.2,Twitter,58.0,1.97,6.91,5.62,1.0,5.82,1.5,8.0,False,False,0.0,16.0,4.74,5.51
32.0,Male,Student,6.45,Instagram,57.0,7.2,4.84,4.02,4.0,6.82,0.41,5.0,True,True,4.0,24.0,19.06,4.18
21.0,Female,IT,1.95,Telegram,61.0,5.93,6.87,6.21,6.0,3.31,0.78,3.0,True,False,4.0,19.0,8.47,4.35
35.0,Female,Student,0.67,Twitter,69.0,8.0,4.43,3.55,9.0,4.26,0.77,9.0,False,False,2.0,4.0,13.79,3.94
22.0,Female,Health,2.43,Facebook,59.0,5.65,8.23,6.69,5.0,10.0,0.18,4.0,False,False,3.0,10.0,4.76,6.48
28.0,Male,Education,1.83,Twitter,71.0,6.59,8.02,7.64,8.0,8.32,0.96,0.0,False,False,0.0,3.0,0.0,8.56
21.0,Female,Student,4.63,TikTok,61.0,4.04,7.37,7.02,8.0,6.97,0.07,0.0,False,False,3.0,26.0,11.14,7.72
46.0,Male,Unemployed,2.57,TikTok,61.0,1.58,4.07,3.64,10.0,5.95,1.72,5.0,False,True,2.0,31.0,12.14,4.05
61.0,Female,Education,3.98,Twitter,56.0,4.09,3.1,2.46,10.0,6.08,0.0,1.0,True,False,3.0,1.0,13.4,1.81
30.0,Female,IT,5.78,TikTok,67.0,6.13,2.4,2.18,1.0,4.41,0.68,1.0,False,False,1.0,3.0,7.76,1.95
26.0,Male,Education,0.32,TikTok,60.0,4.67,5.57,4.66,2.0,6.55,1.26,3.0,False,False,4.0,9.0,9.33,3.5
59.0,Female,Finance,3.72,Twitter,67.0,9.54,3.21,2.84,7.0,8.69,1.64,4.0,False,True,3.0,29.0,5.27,3.08
21.0,Female,Finance,3.87,Instagram,59.0,7.01,4.17,3.39,10.0,7.56,1.63,8.0,False,False,3.0,24.0,9.8,4.5
36.0,Female,IT,3.68,Telegram,63.0,7.26,7.18,6.69,7.0,5.85,2.04,8.0,True,False,4.0,26.0,6.34,7.14
59.0,Female,Student,1.65,Twitter,59.0,3.19,7.46,6.29,8.0,6.62,1.45,7.0,False,False,2.0,3.0,4.33,5.86
47.0,Male,Health,2.93,Telegram,65.0,6.6,6.26,5.14,1.0,4.73,1.39,9.0,False,False,0.0,22.0,0.0,7.12
52.0,Male,Finance,6.4,Telegram,63.0,10.52,5.1,4.78,7.0,5.55,0.0,3.0,False,True,2.0,20.0,0.0,4.99
48.0,Female,Health,1.67,Twitter,64.0,8.71,3.46,2.87,9.0,6.43,0.96,8.0,True,False,3.0,15.0,9.59,4.06
19.0,Female,Student,3.02,Instagram,58.0,11.1,8.85,7.76,2.0,9.29,0.58,3.0,False,False,2.0,18.0,0.0,7.23
41.0,Male,Unemployed,6.49,Instagram,51.0,7.15,5.51,4.71,6.0,3.85,0.66,6.0,False,False,4.0,18.0,9.96,4.64
34.0,Female,Health,2.48,Twitter,59.0,7.66,6.74,6.29,9.0,7.15,0.81,5.0,True,False,3.0,24.0,8.14,6.03
49.0,Male,Unemployed,0.93,TikTok,62.0,5.24,3.2,3.03,10.0,5.64,0.98,6.0,False,True,2.0,17.0,15.44,3.34
33.0,Male,IT,2.88,Twitter,52.0,7.45,6.89,5.59,8.0,4.87,0.84,6.0,False,False,0.0,13.0,15.38,4.72
33.0,Female,Education,4.26,Facebook,62.0,7.21,5.84,5.44,10.0,7.12,0.1,5.0,False,True,1.0,31.0,6.98,3.91
63.0,Female,Student,2.85,Instagram,53.0,7.0,7.95,6.25,3.0,6.2,1.55,7.0,False,False,2.0,4.0,0.0,5.77
56.0,Female,IT,2.42,Twitter,64.0,6.33,7.84,7.06,7.0,3.58,0.39,0.0,False,False,1.0,15.0,15.21,8.14
41.0,Male,Unemployed,0.67,TikTok,55.0,9.09,8.48,7.13,4.0,6.02,1.2,3.0,False,False,0.0,0.0,6.47,6.78
18.0,Female,Student,3.9,Facebook,54.0,3.82,3.68,2.58,10.0,7.41,1.68,8.0,False,False,0.0,0.0,14.96,2.06
28.0,Male,Health,6.05,Instagram,44.0,7.87,7.35,5.47,6.0,6.71,1.48,6.0,False,False,0.0,29.0,21.07,4.42
38.0,Male,IT,5.84,Twitter,58.0,5.64,7.65,7.11,5.0,7.61,1.66,5.0,False,False,3.0,24.0,9.43,8.38
21.0,Female,Unemployed,5.96,Telegram,75.0,7.88,4.38,3.55,10.0,6.58,1.87,8.0,False,False,0.0,1.0,28.36,4.64
43.0,Female,Unemployed,6.35,Twitter,75.0,5.94,6.42,6.13,6.0,6.93,1.2,2.0,False,False,4.0,1.0,2.92,7.52
64.0,Male,Unemployed,2.71,Twitter,57.0,7.66,4.59,4.11,6.0,6.61,2.37,1.0,False,False,1.0,11.0,7.75,3.74
48.0,Male,Student,3.03,TikTok,54.0,7.16,6.27,6.0,8.0,5.84,1.48,1.0,True,False,5.0,9.0,16.41,4.93
50.0,Male,Student,3.32,Telegram,71.0,8.04,5.82,5.79,9.0,8.17,1.38,2.0,False,False,2.0,12.0,3.34,5.8
28.0,Female,Student,4.58,Twitter,63.0,9.98,7.65,7.33,1.0,7.09,0.21,0.0,False,False,2.0,13.0,0.0,7.62
59.0,Male,Unemployed,0.0,TikTok,59.0,8.0,6.54,5.05,10.0,6.2,2.05,5.0,True,False,4.0,21.0,0.0,4.98
24.0,Female,Student,4.21,Twitter,59.0,7.21,6.95,5.85,5.0,6.41,0.87,5.0,True,False,0.0,23.0,14.31,6.58
19.0,Female,Health,3.84,Facebook,68.0,6.62,4.35,3.1,6.0,4.9,0.81,10.0,True,False,7.0,23.0,4.34,1.07
41.0,Male,Student,2.13,Telegram,73.0,8.4,6.67,5.65,6.0,7.04,0.0,7.0,True,False,1.0,14.0,0.0,7.46
36.0,Male,Finance,4.37,Telegram,65.0,8.76,3.62,3.63,10.0,5.0,1.3,9.0,False,False,4.0,14.0,14.57,4.44
43.0,Male,Finance,2.11,Instagram,57.0,8.78,2.48,2.2,1.0,8.06,1.3,1.0,False,False,4.0,14.0,10.49,1.13
28.0,Male,IT,5.49,Twitter,53.0,5.01,8.23,6.71,5.0,6.95,1.52,4.0,False,False,2.0,3.0,14.95,7.27
28.0,Female,Education,1.57,Twitter,55.0,7.14,2.95,2.67,1.0,5.11,0.45,6.0,False,False,1.0,2.0,19.49,2.74
20.0,Male,Student,2.77,Twitter,62.0,4.11,2.29,1.63,4.0,6.46,0.0,9.0,False,False,2.0,4.0,0.0,2.6
20.0,Female,Student,0.96,Twitter,60.0,6.14,8.96,7.96,1.0,8.33,0.72,5.0,False,False,1.0,21.0,22.97,7.97
59.0,Male,Finance,2.93,TikTok,69.0,6.14,5.22,5.25,9.0,7.39,0.95,5.0,False,True,4.0,0.0,0.0,5.28
47.0,Male,Unemployed,2.73,Facebook,54.0,7.73,7.69,7.34,7.0,6.76,1.5,8.0,True,False,0.0,15.0,8.04,7.56
55.0,Female,IT,0.46,Twitter,64.0,5.69,5.3,4.67,9.0,9.6,0.67,5.0,True,True,5.0,8.0,14.0,3.1
45.0,Male,Finance,0.5,TikTok,85.0,5.57,8.64,8.7,7.0,6.95,1.21,0.0,False,False,2.0,7.0,8.66,8.34
42.0,Female,Student,4.73,Instagram,59.0,10.1,8.79,7.44,8.0,5.83,0.0,4.0,True,False,0.0,14.0,6.59,6.17
49.0,Female,Finance,1.59,Telegram,73.0,9.24,5.96,5.12,7.0,6.26,2.27,10.0,False,False,2.0,4.0,24.16,3.76
27.0,Female,IT,1.03,TikTok,55.0,8.24,5.37,4.81,3.0,6.25,0.38,2.0,False,False,1.0,13.0,21.16,4.46
59.0,Male,Finance,0.98,Instagram,74.0,7.9,3.84,3.42,2.0,6.92,0.41,2.0,True,False,0.0,10.0,17.35,2.85
57.0,Female,Health,2.31,Twitter,61.0,3.43,2.11,1.02,5.0,8.55,0.63,5.0,False,False,2.0,12.0,11.75,2.91
50.0,Male,Unemployed,4.28,TikTok,58.0,7.95,4.84,4.34,7.0,6.59,1.42,4.0,False,False,3.0,6.0,7.23,5.14
30.0,Male,IT,0.0,Instagram,48.0,7.12,3.52,2.88,8.0,3.0,1.66,6.0,False,True,3.0,23.0,0.0,3.21
58.0,Female,Finance,8.26,Instagram,69.0,9.65,5.72,6.02,9.0,7.42,0.0,7.0,False,False,0.0,7.0,18.64,6.9
59.0,Male,Student,3.13,TikTok,69.0,6.63,3.28,4.05,3.0,5.59,0.0,3.0,False,True,3.0,2.0,8.58,2.94
64.0,Male,Finance,1.26,Twitter,52.0,3.39,2.1,1.66,9.0,7.86,2.06,1.0,False,False,0.0,1.0,12.93,0.0
54.0,Male,Education,2.67,TikTok,61.0,6.96,2.43,1.95,1.0,9.61,1.16,5.0,False,False,0.0,4.0,8.11,0.82
37.0,Male,Health,3.28,Facebook,63.0,5.19,8.09,7.29,2.0,4.57,2.48,9.0,False,False,4.0,12.0,13.89,6.7
44.0,Female,Education,4.18,Telegram,51.0,7.19,3.55,3.3,2.0,6.19,0.82,0.0,False,False,2.0,10.0,36.26,4.42
58.0,Female,IT,6.44,Instagram,58.0,10.34,3.04,3.34,5.0,6.38,0.74,3.0,False,False,2.0,28.0,17.31,2.39
33.0,Female,Education,1.58,Facebook,61.0,5.06,5.04,4.33,9.0,6.77,1.15,5.0,False,True,0.0,23.0,4.14,6.34
49.0,Female,Health,4.33,Instagram,58.0,5.33,3.38,2.66,10.0,6.33,0.0,9.0,True,False,0.0,16.0,11.4,4.17
43.0,Female,Student,5.44,Twitter,60.0,7.73,7.04,7.1,6.0,8.29,0.91,0.0,False,False,3.0,25.0,24.51,5.37
42.0,Male,Unemployed,3.75,Twitter,70.0,8.43,4.95,4.07,3.0,3.99,0.0,4.0,False,True,5.0,21.0,0.0,4.35
19.0,Female,Unemployed,1.5,Twitter,51.0,7.93,9.0,7.45,1.0,7.1,0.72,8.0,False,False,0.0,29.0,0.93,7.0
57.0,Female,Education,3.54,Instagram,60.0,6.48,3.05,2.51,7.0,7.42,0.75,4.0,True,False,1.0,25.0,9.63,2.8
29.0,Male,Finance,4.04,Telegram,49.0,7.64,6.37,4.8,10.0,5.76,0.0,6.0,False,False,3.0,18.0,12.61,4.26
43.0,Male,Health,4.3,Instagram,59.0,7.36,6.97,6.95,7.0,7.54,0.69,8.0,False,False,2.0,25.0,10.2,8.61
51.0,Male,Student,3.49,Twitter,58.0,5.78,3.52,3.62,9.0,9.0,1.87,7.0,False,False,1.0,5.0,2.28,5.3
37.0,Female,Finance,3.68,TikTok,59.0,4.76,2.96,3.43,6.0,7.16,1.15,4.0,True,False,3.0,28.0,0.0,2.84
19.0,Male,Student,0.36,TikTok,63.0,3.22,4.97,5.02,2.0,5.83,0.53,1.0,False,True,4.0,17.0,13.94,6.45
18.0,Male,Unemployed,3.1,TikTok,76.0,5.96,6.1,4.54,4.0,6.37,1.37,1.0,False,False,5.0,4.0,11.29,5.95
53.0,Female,IT,3.31,Telegram,50.0,5.96,6.96,6.01,4.0,9.53,2.37,6.0,False,True,0.0,13.0,16.23,5.59
41.0,Female,Finance,2.69,TikTok,59.0,8.46,8.37,7.43,5.0,7.21,0.54,5.0,True,False,2.0,12.0,0.0,8.1
19.0,Male,IT,4.32,Twitter,70.0,6.85,3.76,3.21,8.0,4.73,0.83,4.0,True,True,4.0,9.0,18.52,3.37
19.0,Male,Health,2.21,Telegram,64.0,8.59,6.02,5.87,7.0,7.05,0.7,4.0,False,True,1.0,10.0,18.0,7.0
46.0,Male,Health,4.33,Twitter,52.0,5.91,7.88,7.57,2.0,7.18,0.7,4.0,True,False,2.0,23.0,14.09,6.74
32.0,Female,Education,3.51,TikTok,51.0,6.6,5.41,5.29,8.0,4.84,1.19,7.0,False,True,2.0,22.0,16.56,7.39
29.0,Female,Unemployed,2.43,Twitter,51.0,7.8,6.95,7.11,4.0,4.74,0.89,0.0,False,False,1.0,16.0,10.43,7.07
54.0,Female,Finance,5.46,TikTok,69.0,6.36,7.12,6.09,6.0,6.1,1.69,7.0,False,True,6.0,2.0,6.68,6.27
45.0,Female,Finance,7.25,Telegram,46.0,9.41,7.73,7.47,7.0,6.73,0.0,9.0,False,True,2.0,21.0,13.92,7.32
38.0,Male,Health,3.25,Facebook,61.0,9.05,8.36,7.87,1.0,7.0,0.19,9.0,False,False,1.0,7.0,9.06,6.52
63.0,Male,Finance,4.39,Facebook,57.0,5.05,2.15,2.3,10.0,5.59,0.31,10.0,True,True,2.0,2.0,1.99,3.41
31.0,Female,Education,0.54,Instagram,56.0,6.55,6.96,7.02,5.0,7.75,0.76,9.0,False,False,2.0,25.0,19.74,6.22
54.0,Female,IT,2.93,TikTok,52.0,5.89,4.74,4.76,10.0,7.51,1.14,0.0,True,False,4.0,30.0,13.5,4.76
35.0,Male,Student,1.74,Telegram,65.0,7.55,7.06,5.64,1.0,6.25,1.88,9.0,False,False,0.0,26.0,3.21,3.5
41.0,Female,Health,4.61,Facebook,65.0,7.42,7.84,7.62,2.0,3.33,1.19,1.0,True,False,1.0,15.0,8.81,8.85
51.0,Male,Health,0.0,Telegram,60.0,6.33,6.67,6.27,3.0,6.28,0.48,5.0,False,False,3.0,22.0,16.62,5.38
39.0,Female,Student,4.72,Facebook,57.0,9.34,7.06,5.47,7.0,7.07,1.51,8.0,False,False,2.0,11.0,8.38,4.72
53.0,Male,Unemployed,3.2,TikTok,49.0,2.87,7.62,6.9,5.0,9.27,0.74,0.0,False,True,4.0,30.0,3.77,7.15
39.0,Female,Health,0.0,Twitter,60.0,6.2,2.16,1.42,9.0,7.11,1.37,8.0,False,False,3.0,15.0,2.42,2.07
31.0,Male,Student,5.3,Instagram,67.0,8.35,8.08,7.87,8.0,5.18,0.54,2.0,True,False,1.0,20.0,0.0,7.26
33.0,Male,Student,3.71,Telegram,53.0,4.6,3.98,3.84,7.0,9.62,0.0,7.0,False,False,1.0,18.0,11.64,3.4
53.0,Male,Education,3.55,Instagram,68.0,7.36,4.01,3.17,4.0,4.08,0.79,6.0,False,True,3.0,17.0,4.53,2.7
49.0,Male,Unemployed,3.49,TikTok,58.0,5.05,8.34,8.12,2.0,7.29,0.81,5.0,False,False,3.0,24.0,5.42,8.93
50.0,Male,Student,5.97,Facebook,74.0,3.92,8.3,7.38,4.0,8.15,1.47,5.0,True,False,1.0,29.0,7.12,8.75
62.0,Female,Health,5.21,Telegram,69.0,4.06,2.86,2.66,7.0,4.88,1.7,0.0,False,False,3.0,6.0,2.49,4.27
53.0,Male,Education,2.1,TikTok,60.0,6.09,6.66,5.83,10.0,7.5,1.53,8.0,True,False,3.0,4.0,11.31,5.03
37.0,Female,Unemployed,8.48,Instagram,70.0,11.92,3.8,3.37,2.0,6.55,0.28,3.0,True,False,2.0,4.0,4.42,4.27
55.0,Male,IT,6.9,TikTok,74.0,5.51,6.43,5.45,8.0,5.8,0.84,9.0,False,False,0.0,14.0,8.68,7.19
20.0,Male,Student,3.45,Telegram,64.0,8.03,2.1,2.12,3.0,7.81,0.66,2.0,True,False,2.0,22.0,5.1,0.54
49.0,Male,Education,0.52,Instagram,56.0,7.22,7.99,8.05,1.0,8.65,1.6,10.0,True,False,1.0,11.0,19.56,7.07
21.0,Male,Finance,3.8,Instagram,67.0,10.09,8.58,7.37,7.0,5.52,1.0,10.0,False,False,0.0,0.0,0.0,6.23
48.0,Female,Student,7.74,Twitter,80.0,5.73,2.19,1.63,10.0,8.7,1.06,3.0,False,False,6.0,8.0,11.56,0.0
31.0,Female,Unemployed,4.51,Instagram,57.0,9.52,2.28,2.14,10.0,5.63,0.78,8.0,False,False,1.0,22.0,18.47,3.12
23.0,Female,Health,7.04,Twitter,48.0,5.56,2.07,1.77,8.0,4.55,0.2,9.0,False,False,4.0,30.0,9.37,0.83
29.0,Male,Student,3.88,Telegram,54.0,2.56,5.61,4.71,3.0,10.0,1.43,10.0,False,True,2.0,4.0,4.02,4.14
62.0,Female,Finance,3.18,Telegram,50.0,3.85,3.72,2.72,10.0,8.3,0.59,6.0,False,True,1.0,21.0,3.99,2.9
24.0,Male,Education,0.0,TikTok,60.0,6.11,3.86,3.09,8.0,6.54,0.18,5.0,False,False,3.0,11.0,5.27,0.0
49.0,Male,Finance,0.8,Telegram,62.0,10.62,4.24,3.76,5.0,5.72,1.61,9.0,True,True,5.0,9.0,22.75,2.78
61.0,Female,Finance,4.61,TikTok,56.0,7.61,7.31,6.44,8.0,5.52,2.31,5.0,False,False,0.0,27.0,7.51,4.9
58.0,Male,IT,0.53,Telegram,62.0,8.34,3.5,2.27,7.0,7.94,0.87,2.0,False,False,1.0,25.0,19.41,1.29
64.0,Male,Finance,0.34,Telegram,59.0,8.4,6.49,5.44,3.0,4.79,0.39,4.0,False,False,1.0,23.0,15.66,3.79
51.0,Male,Student,1.75,Instagram,64.0,5.04,3.34,3.21,9.0,9.01,1.26,9.0,False,False,3.0,4.0,10.82,3.32
62.0,Female,Health,4.89,Instagram,65.0,2.87,4.71,4.41,4.0,5.74,1.18,3.0,True,True,0.0,5.0,9.86,4.97
44.0,Male,Unemployed,4.13,Facebook,59.0,9.53,5.66,5.73,6.0,7.67,1.97,4.0,False,False,2.0,10.0,24.12,3.61
31.0,Female,Unemployed,4.69,Facebook,52.0,6.34,4.06,4.25,6.0,3.0,1.32,10.0,False,False,3.0,29.0,0.0,3.98
52.0,Male,Education,7.19,Telegram,47.0,7.62,2.76,3.51,2.0,5.62,1.47,0.0,False,False,3.0,7.0,17.86,4.17
34.0,Female,Education,3.91,Facebook,64.0,6.24,2.4,2.01,6.0,6.99,2.03,9.0,False,False,3.0,17.0,11.39,2.03
45.0,Male,Education,3.55,Telegram,67.0,5.74,3.96,3.63,6.0,5.61,1.54,2.0,False,False,0.0,24.0,8.99,3.95
49.0,Male,Health,2.02,Facebook,41.0,5.77,4.98,4.74,1.0,5.19,2.51,7.0,False,False,0.0,9.0,0.38,3.87
30.0,Female,Student,1.73,Instagram,50.0,6.95,6.79,5.69,7.0,5.92,0.0,6.0,False,False,0.0,24.0,13.0,6.53
52.0,Female,Unemployed,3.95,TikTok,54.0,8.04,5.24,4.41,4.0,5.33,1.07,3.0,True,False,3.0,4.0,0.0,3.8
22.0,Female,Health,4.86,Instagram,49.0,7.66,3.71,3.79,2.0,8.02,0.26,9.0,False,False,1.0,3.0,17.54,2.82
26.0,Male,Education,3.0,Facebook,54.0,7.7,2.66,2.5,5.0,6.06,1.48,1.0,False,True,2.0,28.0,8.67,3.59
46.0,Female,Finance,3.17,TikTok,55.0,6.43,7.4,6.32,5.0,6.59,1.22,6.0,False,False,2.0,0.0,13.52,7.1
23.0,Female,Unemployed,0.61,Facebook,63.0,7.67,6.3,4.98,5.0,5.45,0.77,5.0,False,False,1.0,23.0,20.63,4.66
42.0,Female,Finance,1.28,Facebook,62.0,6.12,8.54,7.25,6.0,5.55,1.64,10.0,False,True,1.0,21.0,12.94,8.99
19.0,Male,Education,3.65,Instagram,68.0,10.76,6.94,5.68,7.0,5.53,2.5,6.0,False,False,1.0,21.0,15.73,7.3
62.0,Female,Unemployed,4.32,Telegram,54.0,7.15,3.91,2.74,3.0,5.69,1.84,3.0,False,False,3.0,27.0,15.11,1.7
22.0,Male,IT,1.65,TikTok,77.0,9.57,2.62,2.17,4.0,6.91,1.33,5.0,False,True,3.0,14.0,3.33,0.82
25.0,Female,IT,4.73,Telegram,62.0,7.04,4.41,4.26,10.0,6.58,0.23,0.0,True,True,2.0,31.0,2.83,4.13
61.0,Female,Finance,0.12,TikTok,59.0,4.2,8.74,8.21,10.0,9.31,1.99,5.0,False,False,2.0,15.0,3.4,7.12
40.0,Female,Finance,4.83,TikTok,62.0,6.4,3.45,3.17,2.0,6.65,0.4,6.0,False,True,2.0,3.0,17.78,3.63
